file,width,height,name,class,xmin,ymin,xmax,ymax
IMG_5802.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,717,494,750,529
IMG_0690.jpg,1440,1080,Engebeli Yol (Bumpy road),11,1070,405,1134,465
IMG_0690.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,1078,457,1123,503
IMG_5402.jpg,1440,1080,Oncelikli Yol (Priority road),17,372,420,418,461
IMG_5402.jpg,1440,1080,Oncelikli Yol (Priority road),17,1173,411,1218,453
IMG_5296.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,404,464,447,504
IMG_5296.jpg,1440,1080,U Donusu (U-turn),27,414,496,435,521
IMG_5296.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,806,485,846,519
IMG_5296.jpg,1440,1080,U Donusu (U-turn),27,813,512,836,535
IMG_0974.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,529,554,613,626
IMG_1433.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,486,599,551,664
IMG_1305.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,451,612,502,662
IMG_1305.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,453,652,501,701
IMG_1827.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,550,679,575,706
IMG_1827.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,843,660,874,691
IMG_1432.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,706,383,858,512
IMG_0973.jpg,1080,1440,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,720,461,759,506
IMG_5427.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,511,457,546,490
IMG_5427.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,835,462,870,491
IMG_5427.jpg,1440,1080,U Donusu (U-turn),27,843,486,861,504
IMG_5447.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,598,446,624,475
IMG_5447.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,806,456,833,480
IMG_5285.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,353,432,396,472
IMG_5285.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,1162,425,1230,486
IMG_1286.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,460,603,492,633
IMG_1286.jpg,1080,1440,Egimli Yol (Slop),39,466,627,487,648
IMG_1526.jpg,1080,1440,Kaygan yol (Slippery road),16,630,492,666,535
IMG_0887.jpg,1080,1440,70km_h Hiz Limiti (Speed limit),4,789,586,849,645
IMG_1990.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,559,530,651,613
IMG_1822.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,467,664,499,701
IMG_1993.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,352,542,541,698
IMG_1993.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,373,686,552,851
IMG_1377.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,657,566,741,648
IMG_5394.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,472,427,494,451
IMG_5394.jpg,1440,1080,Dur (Stop),8,117,418,142,445
IMG_5394.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,1212,437,1272,490
IMG_1753.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,491,608,551,672
IMG_1032.jpg,1080,1440,70km_h Hiz Limiti (Speed limit),4,823,429,909,510
IMG_1032.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,907,419,993,508
IMG_1032.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,995,421,1075,506
IMG_5733.jpg,1440,1080,Okul Gecidi (School passing),37,397,353,490,443
IMG_5733.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,405,433,477,508
IMG_1409.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,237,506,283,549
IMG_1409.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,805,400,942,517
IMG_0947.jpg,1080,1440,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,766,520,808,561
IMG_5238.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,835,477,862,504
IMG_1035.jpg,1080,1440,30km_h Hiz Limiti (Speed limit),1,793,503,858,566
IMG_5245.jpg,1440,1080,Yayalar (Pedestrians),23,347,480,397,527
IMG_5810.jpg,1440,1080,Genel Uyari (General caution),14,638,483,665,507
IMG_5810.jpg,1440,1080,Engebeli Yol (Bumpy road),11,637,501,663,524
IMG_0856.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,722,527,795,596
IMG_0856.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,720,590,793,656
IMG_5719.jpg,1440,1080,Genel Uyari (General caution),14,401,389,492,470
IMG_5719.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,411,455,488,525
IMG_1310.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,544,431,680,566
IMG_0937.jpg,1080,1440,Dur (Stop),8,854,684,900,738
IMG_0937.jpg,1080,1440,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,231,642,255,666
IMG_1653.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,678,570,769,659
IMG_5392.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,862,449,887,475
IMG_1816.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,599,593,697,690
IMG_5388.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,378,376,427,427
IMG_5388.jpg,1440,1080,U Donusu (U-turn),27,388,416,415,445
IMG_5388.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,886,369,953,425
IMG_5388.jpg,1440,1080,U Donusu (U-turn),27,903,414,936,449
IMG_1375.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,646,538,738,627
IMG_1484.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,169,525,251,599
IMG_1484.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,882,598,934,653
IMG_5326.jpg,1440,1080,70km_h Hiz Limiti (Speed limit),4,937,400,971,435
IMG_5397.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,189,359,262,434
IMG_5397.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,874,393,931,452
IMG_1469.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,492,472,590,570
IMG_0718.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,680,583,754,661
IMG_0718.jpg,1080,1440,Gecis Yasagi (No passing),13,390,700,427,742
IMG_0718.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,323,707,356,738
IMG_1100.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,33,461,251,682
IMG_1935.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,446,677,516,744
IMG_1935.jpg,1080,1440,Gecis Yasagi (No passing),13,460,736,511,782
IMG_1895.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,311,696,346,728
IMG_0877.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,560,664,611,707
IMG_2403.jpg,1080,1440,Gecis Yasagi (No passing),13,307,438,404,536
IMG_2403.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,340,567,429,655
IMG_0919.jpg,1080,1440,U Donusu Yasak (U Turn is not allowed),28,457,707,479,727
IMG_1309.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,1012,613,1039,638
IMG_1497.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,558,569,632,635
IMG_0840.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,544,627,609,683
IMG_5626.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,304,446,344,488
IMG_2446.jpg,1080,1440,U Donusu Yasak (U Turn is not allowed),28,437,551,488,597
IMG_1385.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,609,611,636,640
IMG_1975.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,536,783,656,881
IMG_1975.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,557,875,648,954
IMG_1228.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,396,608,475,682
IMG_1228.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,1040,727,1075,760
IMG_5395.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,530,421,557,451
IMG_5395.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,798,428,828,456
IMG_0914.jpg,1080,1440,Yol Ver (Yield),25,310,913,371,979
IMG_0675.jpg,1440,1080,Her Iki Yandan gidiniz (Go from both sides),35,1096,466,1128,499
IMG_1944.jpg,1080,1440,Gecis Yasagi Sonu (End of no passing),12,585,680,638,738
IMG_1547.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,238,639,292,693
IMG_1547.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,640,615,664,638
IMG_1547.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,814,619,867,672
IMG_5357.jpg,1440,1080,Yol Ver (Yield),25,104,376,147,416
IMG_5357.jpg,1440,1080,Genel Uyari (General caution),14,897,409,928,438
IMG_1163.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,430,552,459,581
IMG_0822.jpg,1080,1440,Kaygan yol (Slippery road),16,435,651,465,680
IMG_1847.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,598,647,669,708
IMG_2040.jpg,1080,1440,Dur (Stop),8,603,523,663,576
IMG_5295.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,489,489,521,516
IMG_5295.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,766,502,794,528
IMG_1902.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,643,615,705,673
IMG_1623.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,496,676,531,713
IMG_1604.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,457,668,491,703
IMG_1641.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,622,662,658,703
IMG_0791.jpg,1080,1440,Yayalar (Pedestrians),23,590,664,634,707
IMG_0791.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,597,694,629,728
IMG_1889.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,723,575,796,642
IMG_1386.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,442,632,486,674
IMG_1082.jpg,1080,1440,Oncelikli Yol (Priority road),17,345,620,417,690
IMG_1594.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,502,592,571,654
IMG_5740.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,549,440,588,484
IMG_1002.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,450,544,529,611
IMG_5824.jpg,1440,1080,Genel Uyari (General caution),14,996,320,1064,378
IMG_5824.jpg,1440,1080,Engebeli Yol (Bumpy road),11,993,369,1061,420
IMG_5658.jpg,1440,1080,Yol Ver (Yield),25,556,540,576,559
IMG_5658.jpg,1440,1080,Oncelikli Yol (Priority road),17,892,540,917,565
IMG_1445.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,636,334,832,517
IMG_0893.jpg,1080,1440,Soldan Gidiniz (Keep left),21,647,641,688,679
IMG_1053.jpg,1080,1440,Yol Ver (Yield),25,53,711,105,773
IMG_5849.jpg,1440,1080,Engebeli Yol (Bumpy road),11,1142,343,1231,415
IMG_1160.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,513,565,553,605
IMG_1205.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,692,481,805,592
IMG_0930.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,530,648,592,706
IMG_5737.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,781,493,839,551
IMG_5710.jpg,1440,1080,Sagdan Gidiniz (Keep right),19,690,523,707,540
IMG_5710.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,1071,455,1116,499
IMG_5525.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,584,479,605,502
IMG_5525.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,933,469,953,490
IMG_5453.jpg,1440,1080,U Donusu Yasak (U Turn is not allowed),28,545,443,565,464
IMG_0883.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,743,572,829,652
IMG_1213.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,358,641,410,689
IMG_1793.jpg,1080,1440,Gecis Yasagi (No passing),13,564,648,625,706
IMG_1879.jpg,1080,1440,Gecis Yasagi Sonu (End of no passing),12,649,738,696,785
IMG_5831.jpg,1440,1080,Soldan Gidiniz (Keep left),21,1045,414,1109,476
IMG_5735.jpg,1440,1080,Okul Gecidi (School passing),37,430,461,486,512
IMG_5735.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,706,514,726,534
IMG_5808.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,363,492,401,531
IMG_5512.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,559,451,580,473
IMG_1897.jpg,1080,1440,Egimli Yol (Slop),39,347,724,371,748
IMG_1388.jpg,1080,1440,Ehli Hayvan Gecebilir (Animal crossing),32,715,592,825,689
IMG_5546.jpg,1440,1080,Oncelikli Yol (Priority road),17,282,449,320,485
IMG_5546.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,489,482,508,503
IMG_5546.jpg,1440,1080,Oncelikli Yol (Priority road),17,1043,457,1077,489
IMG_2331.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,703,384,784,458
IMG_2331.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,704,450,793,524
IMG_0898.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,890,552,994,640
IMG_1555.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,65,519,111,565
IMG_1555.jpg,1080,1440,Yol Daralmasi (Road narrowing),40,545,546,567,571
IMG_1555.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,739,511,788,560
IMG_1240.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,336,578,406,640
IMG_1240.jpg,1080,1440,Yol Daralmasi (Road narrowing),40,313,651,395,726
IMG_1240.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,776,701,794,719
IMG_1240.jpg,1080,1440,Gecis Yasagi (No passing),13,325,726,388,792
IMG_1351.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,543,602,570,631
IMG_5545.jpg,1440,1080,Oncelikli Yol (Priority road),17,298,443,343,488
IMG_5545.jpg,1440,1080,Oncelikli Yol (Priority road),17,1048,420,1092,465
IMG_1887.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,734,595,809,668
IMG_0863.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,743,536,844,628
IMG_5572.jpg,1440,1080,Oncelikli Yol (Priority road),17,13,321,105,414
IMG_5616.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,238,491,287,539
IMG_5616.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,894,415,933,451
IMG_5283.jpg,1440,1080,U Donusu (U-turn),27,521,429,540,448
IMG_5311.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,462,418,500,460
IMG_1961.jpg,1080,1440,Gecis Yasagi (No passing),13,312,726,365,785
IMG_1961.jpg,1080,1440,Gecis Yasagi (No passing),13,881,704,944,764
IMG_1328.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,210,638,261,684
IMG_1328.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,741,659,801,708
IMG_1903.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,528,593,590,647
IMG_1903.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,398,644,424,670
IMG_1903.jpg,1080,1440,Gecis Yasagi (No passing),13,400,661,424,685
IMG_5708.jpg,1440,1080,Her Iki Yandan gidiniz (Go from both sides),35,568,485,619,540
IMG_1734.jpg,1080,1440,Yol Calismasi (Road work),24,566,654,594,681
IMG_0892.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,650,667,679,696
IMG_1819.jpg,1080,1440,Gecis Yasagi (No passing),13,504,639,558,697
IMG_1976.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,662,611,842,760
IMG_1976.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,705,753,828,868
IMG_5607.jpg,1440,1080,Her Iki Yandan gidiniz (Go from both sides),35,1168,349,1287,454
IMG_1172.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,738,789,772,820
IMG_1318.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,680,564,789,663
IMG_1563.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,545,642,573,677
IMG_20171217_153138.jpg,1440,1080,Buzlanma (Beware of ice/snow),7,1051,580,1123,648
IMG_1599.jpg,1080,1440,Sagdan Ana Yola Giris (Entry from Right to Main Road),41,478,655,515,691
IMG_5518.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,673,462,693,480
IMG_5518.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,458,430,489,459
IMG_5518.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,859,458,879,477
IMG_5537.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,268,413,313,456
IMG_0681.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,394,476,460,535
IMG_5575.jpg,1440,1080,Yol Ver (Yield),25,678,391,703,418
IMG_0992.jpg,1080,1440,Sagdan Ana Yola Giris (Entry from Right to Main Road),41,560,544,633,608
IMG_5547.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,394,464,427,496
IMG_0798.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,520,611,563,654
IMG_0923.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,376,514,460,601
IMG_0768.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,432,635,479,685
IMG_1399.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,424,619,480,672
IMG_2019.jpg,1080,1440,Gecis Yasagi (No passing),13,463,546,568,649
IMG_5794.jpg,1440,1080,Engebeli Yol (Bumpy road),11,458,448,499,491
IMG_5794.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,598,482,618,503
IMG_1859.jpg,1080,1440,Gecis Yasagi (No passing),13,451,706,492,745
IMG_1095.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,225,652,254,681
IMG_1939.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,406,773,447,811
IMG_5745.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,540,460,573,493
IMG_2023.jpg,1080,1440,Yol Daralmasi (Road narrowing),40,629,740,710,814
IMG_2023.jpg,1080,1440,Gecis Yasagi (No passing),13,642,807,702,863
IMG_1596.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,604,599,681,673
IMG_0767.jpg,1080,1440,Yol Ver (Yield),25,77,647,114,681
IMG_0767.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,521,665,562,708
IMG_0823.jpg,1080,1440,Kaygan yol (Slippery road),16,599,610,673,674
IMG_1164.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,731,467,813,544
IMG_1974.jpg,1080,1440,Gecis Yasagi Sonu (End of no passing),12,839,540,1026,743
IMG_1358.jpg,1080,1440,Yol Daralmasi (Road narrowing),40,785,436,873,513
IMG_1125.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,378,541,458,620
IMG_1125.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,1037,560,1080,643
IMG_1125.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,542,638,572,663
IMG_1125.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,818,625,854,662
IMG_0871.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,462,575,507,619
IMG_0707.jpg,1080,1440,Dur (Stop),8,505,769,534,800
IMG_0707.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,584,721,622,761
IMG_1280.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,898,517,1032,640
IMG_5438.jpg,1440,1080,Yol Ver (Yield),25,1059,356,1137,426
IMG_1656.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,598,518,674,592
IMG_0679.jpg,1440,1080,Sagdan Gidiniz (Keep right),19,288,562,362,621
IMG_0679.jpg,1440,1080,Dur (Stop),8,627,559,655,584
IMG_0813.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,430,677,471,718
IMG_2361.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,675,363,765,454
IMG_1832.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,612,629,652,678
IMG_1995.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,641,601,809,757
IMG_1514.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,351,531,422,602
IMG_5340.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,596,372,624,398
IMG_5340.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,823,386,845,410
IMG_1260.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,447,602,497,650
IMG_1560.jpg,1080,1440,Soldan Gidiniz (Keep left),21,658,556,679,577
IMG_1156.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,605,336,753,472
IMG_1617.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,633,685,661,714
IMG_1244.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,842,319,1002,466
IMG_5555.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,447,411,482,448
IMG_5555.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,1113,423,1151,459
IMG_2039.jpg,1080,1440,Dur (Stop),8,395,555,450,615
IMG_2039.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,467,580,512,634
IMG_1977.jpg,1080,1440,Gecis Yasagi (No passing),13,525,709,632,809
IMG_5381.jpg,1440,1080,Egimli Yol (Slop),39,278,371,315,405
IMG_5381.jpg,1440,1080,Egimli Yol (Slop),39,822,394,862,432
IMG_5587.jpg,1440,1080,70km_h Hiz Limiti (Speed limit),4,508,404,538,437
IMG_2354.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,416,348,510,429
IMG_5432.jpg,1440,1080,Dur (Stop),8,124,449,149,476
IMG_5432.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,455,451,479,476
IMG_1781.jpg,1080,1440,70km_h Hiz Limiti (Speed limit),4,536,732,586,781
IMG_1908.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,688,597,784,680
IMG_5533.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,528,458,552,483
IMG_5533.jpg,1440,1080,Yaya Gecidi (Crosswalk),33,973,452,998,476
IMG_1449.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,640,478,780,603
IMG_5645.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,1196,419,1263,489
IMG_2334.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,651,360,729,431
IMG_5345.jpg,1440,1080,U Donusu (U-turn),27,556,346,582,376
IMG_5743.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,424,393,523,482
IMG_5743.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,1060,466,1089,495
IMG_1401.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,419,627,473,673
IMG_2056.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,551,586,627,655
IMG_1673.jpg,1080,1440,EDS,38,762,578,840,652
IMG_1083.jpg,1080,1440,Oncelikli Yol (Priority road),17,196,799,314,914
IMG_1083.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,633,941,664,974
IMG_1856.jpg,1080,1440,Gevsek Yamac (Loose Slope),29,674,636,759,711
IMG_5765.jpg,1440,1080,Engebeli Yol (Bumpy road),11,474,436,544,503
IMG_5765.jpg,1440,1080,Dur (Stop),8,632,479,669,519
IMG_5765.jpg,1440,1080,Dur (Stop),8,1005,427,1049,472
IMG_5765.jpg,1440,1080,Engebeli Yol (Bumpy road),11,1162,332,1236,408
IMG_0903.jpg,1080,1440,Engebeli Yol (Bumpy road),11,81,620,122,657
IMG_0903.jpg,1080,1440,Engebeli Yol (Bumpy road),11,467,599,495,626
IMG_0903.jpg,1080,1440,Soldan Gidiniz (Keep left),21,626,540,680,592
IMG_5331.jpg,1440,1080,Sagdan Gidiniz (Keep right),19,453,424,481,456
IMG_0913.jpg,1080,1440,Oncelikli Yol (Priority road),17,392,553,516,669
IMG_0913.jpg,1080,1440,Yol Ver (Yield),25,813,736,835,758
IMG_5241.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,292,494,336,543
IMG_1276.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,265,615,291,641
IMG_5291.jpg,1440,1080,Engebeli Yol (Bumpy road),11,772,470,799,495
IMG_5434.jpg,1440,1080,Yol Ver (Yield),25,799,448,836,484
IMG_5265.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,857,475,889,506
IMG_5563.jpg,1440,1080,Her Iki Yandan gidiniz (Go from both sides),35,518,477,558,514
IMG_0807.jpg,1080,1440,Engebeli Yol (Bumpy road),11,631,609,683,656
IMG_0807.jpg,1080,1440,70km_h Hiz Limiti (Speed limit),4,637,650,675,692
IMG_5795.jpg,1440,1080,Engebeli Yol (Bumpy road),11,205,395,282,471
IMG_5795.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,547,478,573,503
IMG_1296.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,108,669,137,699
IMG_5361.jpg,1440,1080,Engebeli Yol (Bumpy road),11,774,494,798,522
IMG_1307.jpg,1080,1440,Dur (Stop),8,742,665,787,716
IMG_1198.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,690,662,715,685
IMG_1184.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,556,601,600,645
IMG_0951.jpg,1080,1440,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,776,513,809,547
